Year;Country of production;Coffee bean;Department;Municipality of export;Exporter;Exporter group;Importer;Importer group;Country of destination;Economic bloc;Department trase id;Country of production (Trase ID);Country of destination (Trase ID);Trade volume;Trade value
2012;COLOMBIA;GREEN;RISARALDA;BUENAVENTURA;SUCAFE LTD;SUCAFE LTD;THE COFFEE SOURCE;THE COFFEE SOURCE;UNITED STATES;UNITED STATES;CO-66;CO;US;17,513;81040
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;CTCS GREEN COFFEE;CTCS GREEN COFFEE;SOUTH AFRICA;SOUTH AFRICA;CO-41;CO;ZA;19,224;108813,81
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;EXPO COSURCA S A C I;EXPO COSURCA S A C I;ILLY CAFFE SPA;ILLY CAFFE SPA;ITALY;EUROPEAN UNION;CO-19;CO;IT;19,22;93367,61
2012;COLOMBIA;GREEN;NARINO;CARTAGENA DE INDIAS;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;KENCAF IMPORTING Y DISTRIBUTING INC;KENCAF IMPORTING Y DISTRIBUTING INC;CANADA;CANADA;CO-52;CO;CA;23,61316506;157886,2177
2012;COLOMBIA;ROASTED;SANTANDER;BARRANQUILLA;C I FARMACAPSULAS S A;C I FARMACAPSULAS S A;OSMOPHARM S A;OSMOPHARM S A;UNITED STATES;UNITED STATES;CO-68;CO;US;0,4077125;2458,51
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;BANCA EXPORTADORA S A;BANCA EXPORTADORA S A;UNKNOWN;UNKNOWN;AUSTRALIA;AUSTRALIA;CO-41;CO;AU;40,163;325804,6
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;CAFE COLSUAVES S A S;CAFE COLSUAVES S A S;UNKNOWN;UNKNOWN;UNITED STATES;UNITED STATES;CO-19;CO;US;153,966;777449,75
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;EXPORTADORA DE CAFE CONDOR S A S;EXPORTADORA DE CAFE CONDOR S A S;DESCAFEINADORES MEXICANOS S A DE CV;DESCAFEINADORES MEXICANOS S A DE CV;MEXICO;MEXICO;CO-41;CO;MX;19,29;100490,67
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;CAFE COLSUAVES S A S;CAFE COLSUAVES S A S;CINMARK ONE PTY LTD;CINMARK ONE PTY LTD;SOUTH AFRICA;SOUTH AFRICA;CO-19;CO;ZA;19,918;87341,1
2012;COLOMBIA;GREEN;NARINO;BUENAVENTURA;C I KYOTO S A S;C I KYOTO S A S;SOJITZ CORP COFFEE SECTION;SOJITZ;JAPAN;JAPAN;CO-52;CO;JP;34,937;118250
2012;COLOMBIA;GREEN;TOLIMA;CARTAGENA DE INDIAS;LOUIS DREYFUS COMMODITIES COLOMBIA S A S;LOUIS DREYFUS;UNKNOWN;UNKNOWN;FINLAND;EUROPEAN UNION;CO-73;CO;FI;327,3306411;1515724,546
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;PROMOT DE INVERSIONES VARGAS RUBIO S A;PROMOT DE INVERSIONES VARGAS RUBIO S A;PANAMERICAN COFFEE TRADING CO;PANAMERICAN COFFEE TRADING CO;CANADA;CANADA;CO-19;CO;CA;77,031;311874,09
2012;COLOMBIA;ROASTED;CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;RUSSIAN FEDERATION;RUSSIAN FEDERATION;CO-19;CO;RU;348,5421537;4102368,486
2012;COLOMBIA;GREEN;QUINDIO;BUENAVENTURA;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;BERO COFFEE SINGAPORE PTE LTD;BERO COFFEE SINGAPORE PTE LTD;SINGAPORE;SINGAPORE;CO-63;CO;SG;76,587;342463,97
2012;COLOMBIA;ROASTED;VALLE DEL CAUCA;CARTAGENA DE INDIAS;NESTLE BRASIL LTDA;NESTLE;MARTIJN TRADING CO N V;MARTIJN TRADING CO N V;ARUBA;ARUBA;CO-76;CO;AW;28,8175;423096,8
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;CAFE COLSUAVES S A S;CAFE COLSUAVES S A S;INTER AMERICAN COFFEE INC;INTER AMERICAN COFFEE INC;UNITED STATES;UNITED STATES;CO-19;CO;US;113,664;619305
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;KEN GABBAY COFFEE LTD;KEN GABBAY COFFEE LTD;CANADA;CANADA;CO-41;CO;CA;19,261;80169,77
2012;COLOMBIA;PROCESSED;TOLIMA;SANTAFE DE BOGOTA;ASOC DE PRODS AGROPECUARIOS DE LA UNION NARINO;ASOC DE PRODS AGROPECUARIOS DE LA UNION NARINO;LA JACOBA COFFEE AUSTRALIA;LA JACOBA COFFEE AUSTRALIA;AUSTRALIA;AUSTRALIA;CO-73;CO;AU;0,63;9878,4
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;BERNHARD ROTHFOS CORP;BERNHARD ROTHFOS CORP;FRANCE;EUROPEAN UNION;CO-17;CO;FR;38,499;161134,98
2012;COLOMBIA;GREEN;QUINDIO;BUENAVENTURA;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;CONTINENTAL TERMINALS;CONTINENTAL TERMINALS;UNITED STATES;UNITED STATES;CO-63;CO;US;192,107;1044237,58
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;MESA AGRIPRODUCTS INC;MESA AGRIPRODUCTS INC;ISRAEL;ISRAEL;CO-41;CO;IL;307,282;1501375,69
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;AGROP FARALLONES S A;AGROP FARALLONES S A;UNKNOWN;UNKNOWN;UNITED STATES;UNITED STATES;CO-05;CO;US;38,671;165392,93
2012;COLOMBIA;ROASTED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;E LAND RETAIL LTD;E LAND RETAIL LTD;SOUTH KOREA;SOUTH KOREA;CO-05;CO;KR;1,1485125;25961,65
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;ARMAJARO AGRI-COMMODITIES DO BRASIL;ARMAJARO AGRI-COMMODITIES DO BRASIL;MITSUI FOODS INC;MITSUI FOODS INC;UNITED STATES;UNITED STATES;CO-66;CO;US;404,05;1761899,63
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;ARMAJARO AGRI-COMMODITIES DO BRASIL;ARMAJARO AGRI-COMMODITIES DO BRASIL;AZIENDE RIUNITE CAFFE SPA;AZIENDE RIUNITE CAFFE SPA;ITALY;EUROPEAN UNION;CO-66;CO;IT;19,265;88765,68
2012;COLOMBIA;PROCESSED;TOLIMA;SANTAFE DE BOGOTA;TRILLADORA TOSTADORA DE CAFE TRITOCAFE S A S;TRILLADORA TOSTADORA DE CAFE TRITOCAFE S A S;FLORESA TRADING CORP;FLORESA TRADING CORP;RUSSIAN FEDERATION;RUSSIAN FEDERATION;CO-73;CO;RU;0,5168;7019,96
2012;COLOMBIA;GREEN;NARINO;CARTAGENA DE INDIAS;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;NESTLE BRASIL LTDA;NESTLE;BELGIUM;EUROPEAN UNION;CO-52;CO;BE;472,9140554;2581005,529
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;SUCAFINA SA;SUCAFINA SA;UNITED STATES;UNITED STATES;CO-41;CO;US;301,168;1598955,72
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;TRILLADORA CIALZ Y PROCESADORA COL DE CAFE S A;TRILLADORA CIALZ Y PROCESADORA COL DE CAFE S A;SUECOLCAFE S L;SUECOLCAFE S L;SPAIN;EUROPEAN UNION;CO-76;CO;ES;13,099;79452
2012;COLOMBIA;GREEN;MAGDALENA;CARTAGENA DE INDIAS;SELECTO EXPORTADORES S A C I;SELECTO EXPORTADORES S A C I;KONA REIGN;KONA REIGN;UNITED STATES;UNITED STATES;CO-47;CO;US;3,891;27660
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;ARVID NORDQUIST;ARVID NORDQUIST;SWEDEN;EUROPEAN UNION;CO-05;CO;SE;41,87;215534,8
2012;COLOMBIA;GREEN;SANTANDER;CARTAGENA DE INDIAS;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;UNKNOWN;UNKNOWN;BELGIUM;EUROPEAN UNION;CO-68;CO;BE;1863,542128;9982127,226
2012;COLOMBIA;GREEN;RISARALDA;BUENAVENTURA;ALEXCAFE S A S;ALEXCAFE S A S;COEX COFFEE INTERNATIONAL;COEX COFFEE INTERNATIONAL;CANADA;CANADA;CO-66;CO;CA;269,483;986284,43
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;CAFE COLSUAVES S A S;CAFE COLSUAVES S A S;LOTTE FOOD CO LTD;LOTTE FOOD CO LTD;SOUTH KOREA;SOUTH KOREA;CO-19;CO;KR;34,983;136135
2012;COLOMBIA;ROASTED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;J ASTAPHAN Y CO;J ASTAPHAN Y CO;DOMINICA ISLAND;DOMINICA ISLAND;CO-05;CO;DM;3,4044375;63709,6
2012;COLOMBIA;GREEN;TOLIMA;CARTAGENA DE INDIAS;LOUIS DREYFUS COMMODITIES COLOMBIA S A S;LOUIS DREYFUS;UNKNOWN;UNKNOWN;UNITED KINGDOM;EUROPEAN UNION;CO-73;CO;GB;578,5974129;3056677,102
2012;COLOMBIA;GREEN;CESAR;CARTAGENA DE INDIAS;NOBLE COL S A S  COLOMBIAN COMMODITY GROUP C I S A S;NOBLE;UNKNOWN;UNKNOWN;BELGIUM;EUROPEAN UNION;CO-20;CO;BE;19,181;74001,93
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;OUTSPAN COLOMBIA S A S C I;OUTSPAN COLOMBIA S A S C I;UNKNOWN;UNKNOWN;UNITED ARAB EMIRATES;UNITED ARAB EMIRATES;CO-05;CO;AE;14,74474925;99144,13746
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;BRAZIL;BRAZIL;CO-17;CO;BR;1,022;4573,8
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;DENMARK;EUROPEAN UNION;CO-19;CO;DK;5,407807431;27647,24012
2012;COLOMBIA;PROCESSED;SANTANDER;CARTAGENA DE INDIAS;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;J V PANAMA SA;J V PANAMA SA;PANAMA;PANAMA;CO-68;CO;PA;13,4285;151205,78
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;CAFE GRANJA LA ESPERANZA S A C I;CAFE GRANJA LA ESPERANZA S A C I;INTERACTIVE MEDIA TECHNOLOGY INC;INTERACTIVE MEDIA TECHNOLOGY INC;JAPAN;JAPAN;CO-76;CO;JP;46,076;300458,46
2012;COLOMBIA;GREEN;TOLIMA;CARTAGENA DE INDIAS;CARCAFE LTD;CARCAFE LTD;INDO COFFEE INTL;INDO COFFEE INTL;GEORGIA;GEORGIA;CO-73;CO;GE;19,234;86083,43
2012;COLOMBIA;GREEN;RISARALDA;BUENAVENTURA;ALEXCAFE S A S;ALEXCAFE S A S;TAISENG COFFEE CO;TAISENG COFFEE CO;MACAO;MACAO;CO-66;CO;MO;17,498;69437,06
2012;COLOMBIA;GREEN;MAGDALENA;CARTAGENA DE INDIAS;CAFE COLSUAVES S A S;CAFE COLSUAVES S A S;AMERICAN COFFEE;AMERICAN COFFEE;UNITED STATES;UNITED STATES;CO-47;CO;US;19,242;79194,5
2012;COLOMBIA;GREEN;NARINO;BUENAVENTURA;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;UNKNOWN;UNKNOWN;CHINA (HONG KONG);CHINA (HONG KONG);CO-52;CO;HK;38,444;213996,39
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;MERCON COFFEE CORP;MERCON COFFEE CORP;UNITED STATES;UNITED STATES;CO-17;CO;US;76,912;352442,58
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;ARMAJARO AGRI-COMMODITIES DO BRASIL;ARMAJARO AGRI-COMMODITIES DO BRASIL;DECOTRADE AG;DECOTRADE AG;BELGIUM;EUROPEAN UNION;CO-66;CO;BE;168,047;803378,12
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;FOLGER COFFEE CO;FOLGER COFFEE CO;UNITED STATES;UNITED STATES;CO-41;CO;US;1069,036;4502400,26
2012;COLOMBIA;GREEN;NARINO;CARTAGENA DE INDIAS;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;RG COFFEE INC CO ELAND INC;RG COFFEE INC CO ELAND INC;CANADA;CANADA;CO-52;CO;CA;35,42435199;144480,7508
2012;COLOMBIA;GREEN;TOLIMA;SANTAFE DE BOGOTA;COLOMBIA S BEST S A S;COLOMBIA S BEST S A S;WOO SUNG MANUFACTURE CO LTD;WOO SUNG MANUFACTURE CO LTD;SOUTH KOREA;SOUTH KOREA;CO-73;CO;KR;0,28;1498,08
2012;COLOMBIA;PROCESSED;TOLIMA;SANTAFE DE BOGOTA;ASOC DE PRODS AGROPECUARIOS DE LA UNION NARINO;ASOC DE PRODS AGROPECUARIOS DE LA UNION NARINO;S A CAFE COLOMBIA;S A CAFE COLOMBIA;UKRAINE;UKRAINE;CO-73;CO;UA;1,32;14572,8
2012;COLOMBIA;GREEN;MAGDALENA;CARTAGENA DE INDIAS;SELECTO EXPORTADORES S A C I;SELECTO EXPORTADORES S A C I;COPROCAFE IBERICA SA;COPROCAFE IBERICA SA;SPAIN;EUROPEAN UNION;CO-47;CO;ES;57,61;280148
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;COFFEE AMERICA USA;COFFEE AMERICA USA;UNITED STATES;UNITED STATES;CO-05;CO;US;236,119;915295,44
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;INTER AMERICAN COFFEE INC;INTER AMERICAN COFFEE INC;UNITED STATES;UNITED STATES;CO-05;CO;US;153,699;642170,18
2012;COLOMBIA;PROCESSED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;GOYA PUERTO RICO INC;GOYA PUERTO RICO INC;SPAIN;EUROPEAN UNION;CO-05;CO;ES;12,4875;83916
2012;COLOMBIA;GREEN;TOLIMA;SANTAFE DE BOGOTA;TELMO J DIAZ Y CIA S A;TELMO J DIAZ Y CIA S A;ROCKET COFFEE;ROCKET COFFEE;NEW ZEALAND;NEW ZEALAND;CO-73;CO;NZ;0,1;574,13
2012;COLOMBIA;GREEN;RISARALDA;BUENAVENTURA;ALEXCAFE S A S;ALEXCAFE S A S;INTL COFFEE;INTL COFFEE;UNITED STATES;UNITED STATES;CO-66;CO;US;76,956;350546,45
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;BALZAC BROS AND CO INC;BALZAC BROS AND CO INC;UNITED STATES;UNITED STATES;CO-41;CO;US;19,26;81630,5
2012;COLOMBIA;GREEN;TOLIMA;SANTAFE DE BOGOTA;TELMO J DIAZ Y CIA S A;TELMO J DIAZ Y CIA S A;VIRMAX LTD;VIRMAX LTD;UNITED KINGDOM;EUROPEAN UNION;CO-73;CO;GB;0,0125;310,5
2012;COLOMBIA;ROASTED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;CIAL POZUELO EL SALVADOR S A DE C V;CIAL POZUELO EL SALVADOR S A DE C V;UNITED STATES;UNITED STATES;CO-05;CO;US;0,261;3735,43
2012;COLOMBIA;GREEN;TOLIMA;CARTAGENA DE INDIAS;CIA NACIONAL DEL CAFE S A S;CIA NACIONAL DEL CAFE S A S;UNKNOWN;UNKNOWN;BELGIUM;EUROPEAN UNION;CO-73;CO;BE;2,140900472;8469,013619
2012;COLOMBIA;GREEN;TOLIMA;CARTAGENA DE INDIAS;LOUIS DREYFUS COMMODITIES COLOMBIA S A S;LOUIS DREYFUS;UNKNOWN;UNKNOWN;ALBANIA;ALBANIA;CO-73;CO;AL;14,28837187;68592,34976
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;ICON CAFE;ICON CAFE;SPAIN;EUROPEAN UNION;CO-05;CO;ES;76,836;397032,04
2012;COLOMBIA;GREEN;NARINO;CARTAGENA DE INDIAS;EMPRESAS DE NARINO S A S;EMPRESAS DE NARINO S A S;BENECKE COFFEE GMBH;BENECKE COFFEE GMBH;GERMANY;EUROPEAN UNION;CO-52;CO;DE;19,204;94941,83
2012;COLOMBIA;ROASTED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;INVERSIONES PUCARA SA;INVERSIONES PUCARA SA;CUBA;CUBA;CO-05;CO;CU;2,17725;39689,6
2012;COLOMBIA;PROCESSED;TOLIMA;SANTAFE DE BOGOTA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;SHELTON IMPORTS LTD;SHELTON IMPORTS LTD;UNITED KINGDOM;EUROPEAN UNION;CO-73;CO;GB;0,851625;12215,52
2012;COLOMBIA;GREEN;CESAR;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;INDUSTRIAS MARINA SA DE CV;INDUSTRIAS MARINA SA DE CV;MEXICO;MEXICO;CO-20;CO;MX;21,98005151;97399,47695
2012;COLOMBIA;GREEN;TOLIMA;BUENAVENTURA;LOUIS DREYFUS COMMODITIES COLOMBIA S A S;LOUIS DREYFUS;UNKNOWN;UNKNOWN;TAIWAN;TAIWAN;CO-73;CO;TW;96,344;468365,12
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;PARAGON COFFEE TRADING;PARAGON COFFEE TRADING;CANADA;CANADA;CO-41;CO;CA;17,462;76685,62
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;NOBLE COL S A S  COLOMBIAN COMMODITY GROUP C I S A S;NOBLE;UNKNOWN;UNKNOWN;CHINA (HONG KONG);CHINA (HONG KONG);CO-76;CO;HK;19,3;83141,07
2012;COLOMBIA;GREEN;CESAR;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;LUIGI LAVAZZA SPA;LUIGI LAVAZZA SPA;ITALY;EUROPEAN UNION;CO-20;CO;IT;159,4432582;831669,6003
2012;COLOMBIA;GREEN;RISARALDA;BUENAVENTURA;ALEXCAFE S A S;ALEXCAFE S A S;S A SUCRE EXPORT YO SUIKER EXPORT N V;S A SUCRE EXPORT YO SUIKER EXPORT N V;BELGIUM;EUROPEAN UNION;CO-66;CO;BE;220,661;890886,5
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;TALOCA AG;TALOCA AG;SWEDEN;EUROPEAN UNION;CO-05;CO;SE;26,98696754;151416,1655
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;BERNHARD ROTHFOS CORP;BERNHARD ROTHFOS CORP;SOUTH AFRICA;SOUTH AFRICA;CO-05;CO;ZA;19,262;84917,9
2012;COLOMBIA;ROASTED;TOLIMA;SANTAFE DE BOGOTA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;NFCGC RETAIL LLC;NFCGC RETAIL LLC;UNITED STATES;UNITED STATES;CO-73;CO;US;0,153925;4403,59
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;CAFE DO BRASIL SPA;CAFE DO BRASIL SPA;ITALY;EUROPEAN UNION;CO-17;CO;IT;384,582;1815041,67
2012;COLOMBIA;ROASTED;VALLE DEL CAUCA;BUENAVENTURA;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;ROTHFOS CORP;ROTHFOS CORP;UNITED STATES;UNITED STATES;CO-76;CO;US;22,75;218400
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;SUCAFINA SA;SUCAFINA SA;GREECE;EUROPEAN UNION;CO-41;CO;GR;19,253;83192,52
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;OUTSPAN COLOMBIA S A S C I;OUTSPAN COLOMBIA S A S C I;UNKNOWN;UNKNOWN;SOUTH KOREA;SOUTH KOREA;CO-41;CO;KR;982,84;4822671
2012;COLOMBIA;GREEN;NORTE DE SANTANDER;CARTAGENA DE INDIAS;SOUTH COMMERCE GROUP;SOUTH COMMERCE GROUP;INTERNACIONAL COFFEE CORP;INTERNACIONAL COFFEE CORP;UNITED STATES;UNITED STATES;CO-54;CO;US;143,44;666934
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;COEX COFFEE INTERNATIONAL;COEX COFFEE INTERNATIONAL;UNITED STATES;UNITED STATES;CO-41;CO;US;1231,793;4908266,61
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;ROTHFOS CORP;ROTHFOS CORP;CANADA;CANADA;CO-41;CO;CA;19,227;89438,35
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;SUCAFINA SA;SUCAFINA SA;FRANCE;EUROPEAN UNION;CO-17;CO;FR;19,273;106371,84
2012;COLOMBIA;PROCESSED;TOLIMA;SANTAFE DE BOGOTA;SOUTH COMMERCE GROUP;SOUTH COMMERCE GROUP;ALIMENTARIA 2012;ALIMENTARIA 2012;SPAIN;EUROPEAN UNION;CO-73;CO;ES;0,03125;32,09
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;TRILLADORA UNION S A;TRILLADORA UNION S A;ROTHFOS CORP;ROTHFOS CORP;UNITED STATES;UNITED STATES;CO-05;CO;US;1460,404;6065449,73
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;JOSE D LOLO GOMEZ MEJIA E HIJOS S A;JOSE D LOLO GOMEZ MEJIA E HIJOS S A;UNKNOWN;UNKNOWN;CANADA;CANADA;CO-76;CO;CA;115,515;488925,86
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;TERESITA EXPORTADORES DE CAFE S A;TERESITA EXPORTADORES DE CAFE S A;INTL COFFEE;INTL COFFEE;UNITED STATES;UNITED STATES;CO-66;CO;US;115,305;505606,6
2012;COLOMBIA;PROCESSED;CAUCA;SANTIAGO DE CALI;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;IND BOND BERNARDO ALVAREZ Y CIA LTD;IND BOND BERNARDO ALVAREZ Y CIA LTD;ZONA FRANCA BARRANQUILLA;ZONA FRANCA BARRANQUILLA;CO-19;CO;;0,640775;9921,04
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;INVERCAFE LTDA 810003164;INVERCAFE LTDA 810003164;AMIR MANSOUR;AMIR MANSOUR;GREECE;EUROPEAN UNION;CO-17;CO;GR;19,456;71991,21
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;CAFETRILLA EXPORTADORA LTDA;CAFETRILLA EXPORTADORA LTDA;AMERICAN COFFEE;AMERICAN COFFEE;UNITED STATES;UNITED STATES;CO-76;CO;US;38,371;216319,56
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;VOLCAFE USA;VOLCAFE;CANADA;CANADA;CO-05;CO;CA;298,074;1227806,84
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;TRILLADORA UNION S A;TRILLADORA UNION S A;MITSUI FOODS INC;MITSUI FOODS INC;UNITED STATES;UNITED STATES;CO-05;CO;US;38,444;160153,12
2012;COLOMBIA;GREEN;QUINDIO;CARTAGENA DE INDIAS;OUTSPAN COLOMBIA S A S C I;OUTSPAN COLOMBIA S A S C I;UNKNOWN;UNKNOWN;SPAIN;EUROPEAN UNION;CO-63;CO;ES;136,7373541;663456,4775
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;VILLEGAS Y CIA S C S;VILLEGAS Y CIA S C S;UNKNOWN;UNKNOWN;ITALY;EUROPEAN UNION;CO-41;CO;IT;96,977;437918,56
